mineral,technology,scenario,year,demand_kt
Electric vehicles - Mining,Grid battery storage,STEPS,2035,110.791
Electric vehicles - Mining,Grid battery storage,STEPS,2040,188.62
Electric vehicles - Mining,Grid battery storage,STEPS,2045,245.927
Electric vehicles - Mining,Grid battery storage,STEPS,2050,376.834
Electric vehicles - Mining,Grid battery storage,NZE,2030,77.0598
Electric vehicles - Mining,Grid battery storage,NZE,2035,137.339
Electric vehicles - Mining,Grid battery storage,NZE,2040,238.089
Electric vehicles - Mining,Grid battery storage,NZE,2045,313.38
Electric vehicles - Mining,Grid battery storage,NZE,2050,480.293
Electric vehicles - Mining,Grid battery storage,NZE,2030,93.2163
Electric vehicles - Mining,Grid battery storage,NZE,2035,186.141
Electric vehicles - Mining,Grid battery storage,NZE,2040,293.14
Electric vehicles - Mining,Grid battery storage,NZE,2045,409.405
Electric vehicles - Mining,Grid battery storage,NZE,2050,578.448
Electric vehicles - Mining,Hydrogen technologies,STEPS,2024,1.39729
Electric vehicles - Mining,Hydrogen technologies,STEPS,2030,4.71493
Electric vehicles - Mining,Hydrogen technologies,STEPS,2035,5.19287
Electric vehicles - Mining,Hydrogen technologies,STEPS,2040,4.09258
Electric vehicles - Mining,Hydrogen technologies,STEPS,2045,3.92909
Electric vehicles - Mining,Hydrogen technologies,STEPS,2050,5.36723
Electric vehicles - Mining,Hydrogen technologies,NZE,2030,32.8126
Electric vehicles - Mining,Hydrogen technologies,NZE,2035,32.3324
Electric vehicles - Mining,Hydrogen technologies,NZE,2040,32.4145
Electric vehicles - Mining,Hydrogen technologies,NZE,2045,45.3379
Electric vehicles - Mining,Hydrogen technologies,NZE,2050,63.9778
Electric vehicles - Mining,Hydrogen technologies,NZE,2030,73.9767
Electric vehicles - Mining,Hydrogen technologies,NZE,2035,80.1416
Electric vehicles - Mining,Hydrogen technologies,NZE,2040,68.2618
Electric vehicles - Mining,Hydrogen technologies,NZE,2045,58.4847
Electric vehicles - Mining,Hydrogen technologies,NZE,2050,75.4428
Electric vehicles - Mining,Hydrogen technologies,STEPS,2024,561.724
Electric vehicles - Mining,Hydrogen technologies,STEPS,2030,1349.25
Electric vehicles - Mining,Hydrogen technologies,STEPS,2035,1953.11
Electric vehicles - Mining,Hydrogen technologies,STEPS,2040,2381.06
Electric vehicles - Mining,Hydrogen technologies,STEPS,2045,2591.25
Electric vehicles - Mining,Hydrogen technologies,STEPS,2050,2790.18
Electric vehicles - Mining,Hydrogen technologies,NZE,2030,1646.66
Electric vehicles - Mining,Hydrogen technologies,NZE,2035,2529.33
Electric vehicles - Mining,Hydrogen technologies,NZE,2040,3200.82
Electric vehicles - Mining,Hydrogen technologies,NZE,2045,3595.78
Electric vehicles - Mining,Hydrogen technologies,NZE,2050,4033.4
Electric vehicles - Mining,Hydrogen technologies,NZE,2030,2415.2
Electric vehicles - Mining,Hydrogen technologies,NZE,2035,3762.58
Electric vehicles - Mining,Hydrogen technologies,NZE,2040,4103.14
Electric vehicles - Mining,Hydrogen technologies,NZE,2045,4374.29
Electric vehicles - Mining,Hydrogen technologies,NZE,2050,4497.07
PGMs - Mining,Hydrogen technologies,STEPS,2024,0.00123991
PGMs - Mining,Hydrogen technologies,STEPS,2030,0.00711477
PGMs - Mining,Hydrogen technologies,STEPS,2035,0.0145957
PGMs - Mining,Hydrogen technologies,STEPS,2040,0.0199101
PGMs - Mining,Hydrogen technologies,STEPS,2045,0.0204145
PGMs - Mining,Hydrogen technologies,STEPS,2050,0.0192889
PGMs - Mining,Hydrogen technologies,NZE,2030,0.0133251
PGMs - Mining,Hydrogen technologies,NZE,2035,0.0287233
PGMs - Mining,Hydrogen technologies,NZE,2040,0.0614349
PGMs - Mining,Hydrogen technologies,NZE,2045,0.0641893
PGMs - Mining,Hydrogen technologies,NZE,2050,0.0528508
PGMs - Mining,Hydrogen technologies,NZE,2030,0.029557
PGMs - Mining,Hydrogen technologies,NZE,2035,0.0493414
PGMs - Mining,Hydrogen technologies,NZE,2040,0.0793426
PGMs - Mining,Hydrogen technologies,NZE,2045,0.0878282
PGMs - Mining,Hydrogen technologies,NZE,2050,0.0824442
PGMs - Mining,Hydrogen technologies,STEPS,2024,0.00123991
PGMs - Mining,Hydrogen technologies,STEPS,2030,0.00711477
PGMs - Mining,Hydrogen technologies,STEPS,2035,0.0145957
PGMs - Mining,Hydrogen technologies,STEPS,2040,0.0199101
PGMs - Mining,Hydrogen technologies,STEPS,2045,0.0204145
PGMs - Mining,Hydrogen technologies,STEPS,2050,0.0192889
PGMs - Mining,Hydrogen technologies,NZE,2030,0.0133251
PGMs - Mining,Hydrogen technologies,NZE,2035,0.0287233
PGMs - Mining,Hydrogen technologies,NZE,2040,0.0614349
PGMs - Mining,Hydrogen technologies,NZE,2045,0.0641893
PGMs - Mining,Hydrogen technologies,NZE,2050,0.0528508
PGMs - Mining,Hydrogen technologies,NZE,2030,0.029557
PGMs - Mining,Hydrogen technologies,NZE,2035,0.0493414
PGMs - Mining,Hydrogen technologies,NZE,2040,0.0793426
PGMs - Mining,Hydrogen technologies,NZE,2045,0.0878282
PGMs - Mining,Hydrogen technologies,NZE,2050,0.0824442
Silicon - Mining,Solar PV,STEPS,2024,1480.78
Silicon - Mining,Solar PV,STEPS,2030,1652.11
Silicon - Mining,Solar PV,STEPS,2035,1488.45
Silicon - Mining,Solar PV,STEPS,2040,1426.41
Silicon - Mining,Solar PV,STEPS,2045,1325.53
Silicon - Mining,Solar PV,STEPS,2050,1368.34
Silicon - Mining,Solar PV,NZE,2030,1959.6
Silicon - Mining,Solar PV,NZE,2035,1816.29
Silicon - Mining,Solar PV,NZE,2040,1684.14
Silicon - Mining,Solar PV,NZE,2045,1494.27
Silicon - Mining,Solar PV,NZE,2050,1594.38
Silicon - Mining,Solar PV,NZE,2030,2062.61
Silicon - Mining,Solar PV,NZE,2035,2192.63
Silicon - Mining,Solar PV,NZE,2040,1663.5
Silicon - Mining,Solar PV,NZE,2045,1314.86
Silicon - Mining,Solar PV,NZE,2050,1522.89
Electric vehicles - Mining,Solar PV,STEPS,2024,18.5542
Electric vehicles - Mining,Solar PV,STEPS,2030,105.679
Electric vehicles - Mining,Solar PV,STEPS,2035,276.709
Electric vehicles - Mining,Solar PV,STEPS,2040,404.743
Electric vehicles - Mining,Solar PV,STEPS,2045,584.218
Electric vehicles - Mining,Solar PV,STEPS,2050,745.186
Electric vehicles - Mining,Solar PV,NZE,2030,119.49
Electric vehicles - Mining,Solar PV,NZE,2035,341.542
Electric vehicles - Mining,Solar PV,NZE,2040,542.671
Electric vehicles - Mining,Solar PV,NZE,2045,793.432
Electric vehicles - Mining,Solar PV,NZE,2050,1015.11
Electric vehicles - Mining,Solar PV,NZE,2030,173.027
Electric vehicles - Mining,Solar PV,NZE,2035,509.667
Electric vehicles - Mining,Solar PV,NZE,2040,704.093
Electric vehicles - Mining,Solar PV,NZE,2045,983.366
Electric vehicles - Mining,Solar PV,NZE,2050,1203.1
Electric vehicles - Mining,Grid battery storage,STEPS,2024,0.51718
Electric vehicles - Mining,Grid battery storage,STEPS,2030,3.96147
Electric vehicles - Mining,Grid battery storage,STEPS,2035,6.56303
Electric vehicles - Mining,Grid battery storage,STEPS,2040,12.1207
Electric vehicles - Mining,Grid battery storage,STEPS,2045,16.2855
Electric vehicles - Mining,Grid battery storage,STEPS,2050,20.4982
Electric vehicles - Mining,Grid battery storage,NZE,2030,4.48672
Electric vehicles - Mining,Grid battery storage,NZE,2035,8.13563
Electric vehicles - Mining,Grid battery storage,NZE,2040,15.2995
Electric vehicles - Mining,Grid battery storage,NZE,2045,20.7523
Electric vehicles - Mining,Grid battery storage,NZE,2050,26.126
Electric vehicles - Mining,Grid battery storage,NZE,2030,5.42741
Electric vehicles - Mining,Grid battery storage,NZE,2035,11.0266
Electric vehicles - Mining,Grid battery storage,NZE,2040,18.837
Electric vehicles - Mining,Grid battery storage,NZE,2045,27.1113
Electric vehicles - Mining,Grid battery storage,NZE,2050,31.4652
Electric vehicles - Mining,Grid battery storage,STEPS,2024,1499.85
Electric vehicles - Mining,Grid battery storage,STEPS,2030,1761.75
Electric vehicles - Mining,Grid battery storage,STEPS,2035,1771.72
Electric vehicles - Mining,Grid battery storage,STEPS,2040,1843.28
Electric vehicles - Mining,Grid battery storage,STEPS,2045,1926.03
Electric vehicles - Mining,Grid battery storage,STEPS,2050,2134.03
Electric vehicles - Mining,Grid battery storage,NZE,2030,2083.58
Electric vehicles - Mining,Grid battery storage,NZE,2035,2165.97
Electric vehicles - Mining,Grid battery storage,NZE,2040,2242.11
Electric vehicles - Mining,Grid battery storage,NZE,2045,2308.45
Electric vehicles - Mining,Grid battery storage,NZE,2050,2635.61
Electric vehicles - Mining,Grid battery storage,NZE,2030,2241.07
Electric vehicles - Mining,Grid battery storage,NZE,2035,2713.33
Electric vehicles - Mining,Grid battery storage,NZE,2040,2386.43
Electric vehicles - Mining,Grid battery storage,NZE,2045,2325.34
Electric vehicles - Mining,Grid battery storage,NZE,2050,2757.45
Silver - Mining,Solar PV,STEPS,2024,8.97542
Silver - Mining,Solar PV,STEPS,2030,10.4762
Silver - Mining,Solar PV,STEPS,2035,8.22686
Silver - Mining,Solar PV,STEPS,2040,6.50225
Silver - Mining,Solar PV,STEPS,2045,4.68351
Silver - Mining,Solar PV,STEPS,2050,3.33768
Silver - Mining,Solar PV,NZE,2030,12.1456
Silver - Mining,Solar PV,NZE,2035,9.6425
Silver - Mining,Solar PV,NZE,2040,7.05819
Silver - Mining,Solar PV,NZE,2045,4.39629
Silver - Mining,Solar PV,NZE,2050,2.47468
Silver - Mining,Solar PV,NZE,2030,12.6834
Silver - Mining,Solar PV,NZE,2035,11.6537
Silver - Mining,Solar PV,NZE,2040,6.73241
Silver - Mining,Solar PV,NZE,2045,3.5509
Silver - Mining,Solar PV,NZE,2050,1.73261
Other low emissions power generation - Mining,Solar PV,STEPS,2024,0.019820000000001
Other low emissions power generation - Mining,Solar PV,STEPS,2030,0.0373999999999998
Other low emissions power generation - Mining,Solar PV,STEPS,2035,0.0592500000000004
Other low emissions power generation - Mining,Solar PV,STEPS,2040,0.0642699999999996
Other low emissions power generation - Mining,Solar PV,STEPS,2045,0.0637699999999998
Other low emissions power generation - Mining,Solar PV,STEPS,2050,0.0593799999999999
Other low emissions power generation - Mining,Solar PV,NZE,2030,0.0756999999999994
Other low emissions power generation - Mining,Solar PV,NZE,2035,0.178609999999999
Other low emissions power generation - Mining,Solar PV,NZE,2040,0.1861199999999998
Other low emissions power generation - Mining,Solar PV,NZE,2045,0.1866100000000008
Other low emissions power generation - Mining,Solar PV,NZE,2050,0.1362699999999996
Other low emissions power generation - Mining,Solar PV,NZE,2030,0.1565999999999991
Other low emissions power generation - Mining,Solar PV,NZE,2035,0.3254000000000001
Other low emissions power generation - Mining,Solar PV,NZE,2040,0.3155100000000006
Other low emissions power generation - Mining,Solar PV,NZE,2045,0.2338300000000002
Other low emissions power generation - Mining,Solar PV,NZE,2050,0.1808799999999999
Other low emissions power generation - Mining,Solar PV,STEPS,2024,8.99524
Other low emissions power generation - Mining,Solar PV,STEPS,2030,10.5136
Other low emissions power generation - Mining,Solar PV,STEPS,2035,8.28611
Other low emissions power generation - Mining,Solar PV,STEPS,2040,6.56652
Other low emissions power generation - Mining,Solar PV,STEPS,2045,4.74728
Other low emissions power generation - Mining,Solar PV,STEPS,2050,3.39706
Other low emissions power generation - Mining,Solar PV,NZE,2030,12.2213
Other low emissions power generation - Mining,Solar PV,NZE,2035,9.82111
Other low emissions power generation - Mining,Solar PV,NZE,2040,7.24431
Other low emissions power generation - Mining,Solar PV,NZE,2045,4.5829
Other low emissions power generation - Mining,Solar PV,NZE,2050,2.61095
Other low emissions power generation - Mining,Solar PV,NZE,2030,12.84
Other low emissions power generation - Mining,Solar PV,NZE,2035,11.9791
Other low emissions power generation - Mining,Solar PV,NZE,2040,7.04792
Other low emissions power generation - Mining,Solar PV,NZE,2045,3.78473
Other low emissions power generation - Mining,Solar PV,NZE,2050,1.91349
Zinc - Mining,Solar PV,STEPS,2024,15.0314
Zinc - Mining,Solar PV,STEPS,2030,21.2654
Zinc - Mining,Solar PV,STEPS,2035,20.2356
Zinc - Mining,Solar PV,STEPS,2040,20.245
Zinc - Mining,Solar PV,STEPS,2045,19.7407
Zinc - Mining,Solar PV,STEPS,2050,21.7
Zinc - Mining,Solar PV,NZE,2030,25.2183
Zinc - Mining,Solar PV,NZE,2035,24.9428
Zinc - Mining,Solar PV,NZE,2040,24.2841
Zinc - Mining,Solar PV,NZE,2045,22.603
Zinc - Mining,Solar PV,NZE,2050,25.4712
Zinc - Mining,Solar PV,NZE,2030,26.448
Zinc - Mining,Solar PV,NZE,2035,30.5995
Zinc - Mining,Solar PV,NZE,2040,24.102
Zinc - Mining,Solar PV,NZE,2045,20.2266
Zinc - Mining,Solar PV,NZE,2050,25.3411
Zinc - Mining,Wind,STEPS,2024,734.753
Zinc - Mining,Wind,STEPS,2030,1065.92
Zinc - Mining,Wind,STEPS,2035,955.132
Zinc - Mining,Wind,STEPS,2040,818.697
Zinc - Mining,Wind,STEPS,2045,905.738
Zinc - Mining,Wind,STEPS,2050,1133.21
Zinc - Mining,Wind,NZE,2030,1462.78
Zinc - Mining,Wind,NZE,2035,1335.67
Zinc - Mining,Wind,NZE,2040,1182.7
Zinc - Mining,Wind,NZE,2045,1227.9
Zinc - Mining,Wind,NZE,2050,1670.45
Zinc - Mining,Wind,NZE,2030,1905.83
Zinc - Mining,Wind,NZE,2035,2062.5
Zinc - Mining,Wind,NZE,2040,1509.97
Zinc - Mining,Wind,NZE,2045,1411.35
Zinc - Mining,Wind,NZE,2050,1791.72
Other low emissions power generation - Mining,Wind,STEPS,2024,14.225599999999986
Other low emissions power generation - Mining,Wind,STEPS,2030,19.124599999999877
Other low emissions power generation - Mining,Wind,STEPS,2035,15.14440000000002
Other low emissions power generation - Mining,Wind,STEPS,2040,16.934999999999945
Other low emissions power generation - Mining,Wind,STEPS,2045,21.93029999999999
Other low emissions power generation - Mining,Wind,STEPS,2050,22.34999999999991
Other low emissions power generation - Mining,Wind,NZE,2030,27.001700000000028
Other low emissions power generation - Mining,Wind,NZE,2035,29.127199999999903
Other low emissions power generation - Mining,Wind,NZE,2040,29.8458999999998
Other low emissions power generation - Mining,Wind,NZE,2045,33.06699999999978
Other low emissions power generation - Mining,Wind,NZE,2050,29.45880000000011
Other low emissions power generation - Mining,Wind,NZE,2030,39.932000000000016
Other low emissions power generation - Mining,Wind,NZE,2035,48.37049999999999
Other low emissions power generation - Mining,Wind,NZE,2040,45.37799999999993
Other low emissions power generation - Mining,Wind,NZE,2045,36.76340000000005
Other low emissions power generation - Mining,Wind,NZE,2050,31.24889999999982
Other low emissions power generation - Mining,Wind,STEPS,2024,764.01
Other low emissions power generation - Mining,Wind,STEPS,2030,1106.31
Other low emissions power generation - Mining,Wind,STEPS,2035,990.512
Other low emissions power generation - Mining,Wind,STEPS,2040,855.877
Other low emissions power generation - Mining,Wind,STEPS,2045,947.409
Other low emissions power generation - Mining,Wind,STEPS,2050,1177.26
Other low emissions power generation - Mining,Wind,NZE,2030,1515.0
Other low emissions power generation - Mining,Wind,NZE,2035,1389.74
Other low emissions power generation - Mining,Wind,NZE,2040,1236.83
Other low emissions power generation - Mining,Wind,NZE,2045,1283.57
Other low emissions power generation - Mining,Wind,NZE,2050,1725.38
Other low emissions power generation - Mining,Wind,NZE,2030,1972.21
Other low emissions power generation - Mining,Wind,NZE,2035,2141.47
Other low emissions power generation - Mining,Wind,NZE,2040,1579.45
Other low emissions power generation - Mining,Wind,NZE,2045,1468.34
Other low emissions power generation - Mining,Wind,NZE,2050,1848.31
Neodymium - Mining,Wind,STEPS,2024,8.00102
Neodymium - Mining,Wind,STEPS,2030,12.2748
Neodymium - Mining,Wind,STEPS,2035,12.1851
Neodymium - Mining,Wind,STEPS,2040,9.57133
Neodymium - Mining,Wind,STEPS,2045,10.2469
Neodymium - Mining,Wind,STEPS,2050,12.7805
Neodymium - Mining,Wind,NZE,2030,18.0688
Neodymium - Mining,Wind,NZE,2035,15.6076
Neodymium - Mining,Wind,NZE,2040,13.6701
Neodymium - Mining,Wind,NZE,2045,14.495
Neodymium - Mining,Wind,NZE,2050,19.5382
Neodymium - Mining,Wind,NZE,2030,23.1161
Neodymium - Mining,Wind,NZE,2035,23.3022
Neodymium - Mining,Wind,NZE,2040,15.6447
Neodymium - Mining,Wind,NZE,2045,15.3924
Neodymium - Mining,Wind,NZE,2050,18.5633
Electric vehicles - Mining,Wind,STEPS,2024,6.56594
Electric vehicles - Mining,Wind,STEPS,2030,17.0623
Electric vehicles - Mining,Wind,STEPS,2035,23.6424
Electric vehicles - Mining,Wind,STEPS,2040,26.6963
Electric vehicles - Mining,Wind,STEPS,2045,28.9405
Electric vehicles - Mining,Wind,STEPS,2050,31.1042
Electric vehicles - Mining,Wind,NZE,2030,18.0874
Electric vehicles - Mining,Wind,NZE,2035,27.1925
Electric vehicles - Mining,Wind,NZE,2040,32.8915
Electric vehicles - Mining,Wind,NZE,2045,36.2766
Electric vehicles - Mining,Wind,NZE,2050,39.3205
Electric vehicles - Mining,Wind,NZE,2030,25.1226
Electric vehicles - Mining,Wind,NZE,2035,38.0856
Electric vehicles - Mining,Wind,NZE,2040,38.913
Electric vehicles - Mining,Wind,NZE,2045,40.6966
Electric vehicles - Mining,Wind,NZE,2050,42.5522
Electric vehicles - Mining,Wind,STEPS,2024,14.567
Electric vehicles - Mining,Wind,STEPS,2030,29.3371
Electric vehicles - Mining,Wind,STEPS,2035,35.8275
Electric vehicles - Mining,Wind,STEPS,2040,36.2676
Electric vehicles - Mining,Wind,STEPS,2045,39.1875
Electric vehicles - Mining,Wind,STEPS,2050,43.8847
Electric vehicles - Mining,Wind,NZE,2030,36.1562
Electric vehicles - Mining,Wind,NZE,2035,42.8001
Electric vehicles - Mining,Wind,NZE,2040,46.5616
Electric vehicles - Mining,Wind,NZE,2045,50.7716
Electric vehicles - Mining,Wind,NZE,2050,58.8587
Electric vehicles - Mining,Wind,NZE,2030,48.2387
Electric vehicles - Mining,Wind,NZE,2035,61.3878
Electric vehicles - Mining,Wind,NZE,2040,54.5577
Electric vehicles - Mining,Wind,NZE,2045,56.089
Electric vehicles - Mining,Wind,NZE,2050,61.1155
